,Tweet,Processed_Tweets,Polarity,Sentiment
99,"@N2theBlue Don’t give it any ideas (rather like my having had almost no problems as a United passenger, I’ve had very few issues with the HP printers I’ve owned over the years)",’tgiveitanyideasratherlikemyhavinghadalmostnoproblemsasaunitedpassengeri’vehadveryfewissueswiththehpprintersi’veownedovertheyears,0.0,Neutral
100,"@N2theBlue Fair points, but on the other hand my HP printer has never run over a pedestrian",fairpointsbutontheotherhandmyhpprinterhasneverrunoverapedestrian,0.0,Neutral
101,HP Printer black ink is more expensive than human blood.,hpprinterblackinkismoreexpensivethanhumanblood,0.0,Neutral
102,"HP LaserJet Pro MFP 4101fdn Black &amp; White Printer with Fax (Renewed)
https://t.co/mH04FLSOss",hplaserjetpromfpfdnblackampwhiteprinterwithfaxrenewed,0.0,Neutral
103,@Harleydadd I totally get that! Could you please drop me a direct message with the printer's serial number?,itotallygetthatcouldyoupleasedropmeadirectmessagewiththeprintersserialnumber,0.0,Neutral
104,"@AlexandraErin @GoldfishFibers @LuxAlptraum So I'm not sure about that.

I think we used to rely on home printers for fewer things, and they'd still do those jobs poorly, but somehow more consistently poorly.

Comparing here ""base crappy consumer-level HP inkjet"" in 2002 versus same in 2023.",soimnotsureaboutthatithinkweusedtorelyonhomeprintersforfewerthingsandtheydstilldothosejobspoorlybutsomehowmoreconsistentlypoorlycomparingherebasecrappyconsumerlevelhpinkjetinversussamein,0.0,Neutral
105,"@Harleydadd Hello Harley, 
Welcome to HP Support! 
I understand that you are looking for assistance with your printer. Could you please elaborate more on the issue and I'll help you? 
Regards, 
HP Support",helloharleywelcometohpsupportiunderstandthatyouarelookingforassistancewithyourprintercouldyoupleaseelaboratemoreontheissueandillhelpyouregardshpsupport,0.0,Neutral
106,"All I want is a printer that actually works.

Maybe HP does stand for Horrible Product after all.",alliwantisaprinterthatactuallyworksmaybehpdoesstandforhorribleproductafterall,0.0,Neutral
107,Hey @HP if you could make scanner / printer utilities that don’t require you to be online and sign into a web account that’d be great.  K?  Thanks. https://t.co/cVNipbiBjR,heyifyoucouldmakescannerprinterutilitiesthatdon’trequireyoutobeonlineandsignintoawebaccountthat’dbegreatkthanks,0.0,Neutral
108,"INFITONER 414A Toner Cartridges 4 Pack (with Chip) Compatible Replacement for HP 414A 414X W2020A for HP Color Pro MFP M479fdw M479fdn M454dw M454dn Printer Ink (Black Cyan Magenta Yellow)
https://t.co/Nt9x1NXMAD https://t.co/gjvJHMuipD",infitoneratonercartridgespackwithchipcompatiblereplacementforhpaxwaforhpcolorpromfpmfdwmfdnmdwmdnprinterinkblackcyanmagentayellow,0.0,Neutral
109,"Goodbye HP inkjet. Hello #Brother. I will never buy another HP inkjet printer! The last two that I owned both died displaying some cryptic error code. That code means ""spend more money"". No ta. https://t.co/gpttnavReE",goodbyehpinkjethellospendmoremoneynota,0.0,Neutral
110,"Plenty of black toner left but with yellow empty, no prints for me. This printer is now a giant pile of e-waste. Thanks @hp where in NZ can I drop the printer off for recycling? https://t.co/bCjt9v7qVy",plentyofblacktonerleftbutwithyellowemptynoprintsformethisprinterisnowagiantpileofewastethankswhereinnzcanidroptheprinteroffforrecycling,0.0,Neutral
111,"Free up office space and still get quality prints with some of our top best small compact printers with the best budget
*Hp smarttank 515
*Epson L3250
*Canon pixma G2411
*Hp Laserjet 107W
#smallprinter2023 #compactprinters #HP #Epson #canon https://t.co/b2ng093epa",freeupofficespaceandstillgetqualityprintswithsomeofourtopbestsmallcompactprinterswiththebestbudgethpsmarttankepsonlcanonpixmaghplaserjetw,0.0,Neutral
112,@Kellblog @HP My new-ish Epson printer requires the same but I've forgiven them due to the HUGE savings on ink costs.,mynewishepsonprinterrequiresthesamebutiveforgiventhemduetothehugesavingsoninkcosts,0.0,Neutral
113,Dear @HP -- I will hate your company forever for forcing me to create an account and sign in to use the scanner on my printer.,deariwillhateyourcompanyforeverforforcingmetocreateanaccountandsignintousethescanneronmyprinter,0.0,Neutral
114,"경주아파트인테리어 업체
https://t.co/GsEDSnXKy0",경주아파트인테리업체,0.0,Neutral
116,5 Aplikasi untuk Membuka File yang Tidak Bisa Dibuka di HP dan PC #RancahPost https://t.co/NEB17lrWqv,aplikasiuntukmembukafileyangtidakbisadibukadihpdanpc,0.0,Neutral
117,"@utiindah Ka Uti coba pakai HP lagi, bnyk Army yg dpt jalur HP soalnya web PC lemot bgt..",kauticobapakaihplagibnykarmyygdptjalurhpsoalnyawebpclemotbgt,0.0,Neutral
118,【定期】HP　https://t.co/YCWkeN5U7O  創作絵、交流、コラム(予定)いろいろサイト。PCからのがちょっと見やすいです。,【定期】hp創作絵、交流、コラム予定いろいろサイト。pcからのがちょっと見やすいです。,0.0,Neutral
119,"2. Buka https://t.co/fHkzx2ndWN buat liat timer. Misal besok war day 1 jam 10, pastiin 09.59.55 kalian yang buka via pc langsung refresh. Yang di hp, klik detail buat refresh https://t.co/ppkIadnli2",bukabuatliattimermisalbesokwardayjampastiinkalianyangbukaviapclangsungrefreshyangdihpklikdetailbuatrefresh,0.0,Neutral
120,"1. Sebelum war, pastiin internet udah baik. Buka website tiket di pc &amp; hp dan stay di halaman ini (klik ""Lihat 5 Paket Lainnya"") https://t.co/Lb1ZK5dmMU",sebelumwarpastiininternetudahbaikbukawebsitetiketdipcamphpdanstaydihalamaninikliklihatpaketlainnya,0.0,Neutral
121,"@ajealfiani Dua duanya, yg 1 dapet dari hp satu lagi dapet di pc",duaduanyaygdapetdarihpsatulagidapetdipc,0.0,Neutral
122,"@zerooclock7__ @indomyfess mjb, kak ini webnya di hp apa pc ya? soalnya aku coba di web pc sama aja kyk gtu",mjbkakiniwebnyadihpapapcyasoalnyaakucobadiwebpcsamaajakykgtu,0.0,Neutral
123,New Year. New Refresh.,newyearnewrefresh,0.0,Neutral
124,"HP Tango Smart Wireless Printer

https://t.co/AmUCVn4Fss #ad https://t.co/vsRyvEo6Qa",hptangosmartwirelessprinter,0.0,Neutral
125,@davenewworld_2 Mildly surprised auto companies haven’t tried to implement DRM-style oil and gasoline like Keurig and HP did with K-cups and printer ink.,mildlysurprisedautocompanieshaven’ttriedtoimplementdrmstyleoilandgasolinelikekeurigandhpdidwithkcupsandprinterink,0.0,Neutral
126,and naturally I'd just bought two new black and a new color cartridges. Of course. The odds a new HP printer would take 61's are what...nil and nada...,andnaturallyidjustboughttwonewblackandanewcolorcartridgesofcoursetheoddsanewhpprinterwouldtakesarewhatnilandnada,0.0,Neutral
127,"@neil94297765 Hi Neil, thank you for reaching out to us. I understand that you need assistance with the Printer. Kindly help me with the Product serial number via DM for further assistance.",hineilthankyouforreachingouttousiunderstandthatyouneedassistancewiththeprinterkindlyhelpmewiththeproductserialnumberviadmforfurtherassistance,0.0,Neutral
128,"• HP Printer Mini Portable Serbaguna Cuma 200k!

Link Shopee : https://t.co/XUaXFhla8N https://t.co/sFncKVxuA9",hpprinterminiportableserbagunacumaklinkshopee,0.0,Neutral
129,"The 3 sketchy names at the top are HP printer software and they contain digital signatures. 
Rojo is supplementary software for roblox studio. Node, vscode, Github, and Unity have digital signatures. Plus msys2 and rustup I downloaded for Rust ig they don't contain digital sigs.",thesketchynamesatthetoparehpprintersoftwareandtheycontaindigitalsignaturesrojoissupplementarysoftwareforrobloxstudionodevscodegithubandunityhavedigitalsignaturesplusmsysandrustupidownloadedforrustigtheydontcontaindigitalsigs,0.0,Neutral
130,"Help, o tech Twitter - if I need a cord to go from my Mac Book pro (circa 2013 ie no blue tooth) to the HP printer, does such a cord exist? 🙏 https://t.co/eysXZ24uxQ",helpotechtwitterifineedacordtogofrommymacbookprocircaienobluetoothtothehpprinterdoessuchacordexist,0.0,Neutral
131,"@MarlaMHughes It’s old software discs. Ancient version of Excel, iLife, HP Printer discs. I did find some of my daughter on her first trip to Peru. She has an external CD-Rom reader. Going to send those to her. I got tired of hardware gathering dust.",’soldsoftwarediscsancientversionofexcelilifehpprinterdiscsididfindsomeofmydaughteronherfirsttriptoperushehasanexternalcdromreadergoingtosendthosetoherigottiredofhardwaregatheringdust,0.0,Neutral
132,"@uxiedust i named mine ""HP Color InkJet Printer""",inamedminehpcolorinkjetprinter,0.0,Neutral
133,@HP I actually hate you I can’t believe people actually buy your products why are you doing this to me. How can a printer possibly be this bad. I hate you so much I hate you,iactuallyhateyouican’tbelievepeopleactuallybuyyourproductswhyareyoudoingthistomehowcanaprinterpossiblybethisbadihateyousomuchihateyou,0.0,Neutral
134,"2 Pack Compatible 128A CE320AD Black Toner Cartridge Replacement for HP CM1415fn CM1415fnw MFP CP1525n CP1525nw Printer Toner COMBQHT

https://t.co/lvfNmoER3k",packcompatibleaceadblacktonercartridgereplacementforhpcmfncmfnwmfpcpncpnwprintertonercombqht,0.0,Neutral
135,@lloydblankfein Someone should tell my HP printer about this...,someoneshouldtellmyhpprinteraboutthis,0.0,Neutral
136,Finished designing and #3DPrinting a replacement for the broken printer darkness thumbwheel housing on my HP-85 #vintagecomputer. Was worried that the details would be too small for my Elegoo Saturn 2 but it  turned out to be a perfect fit. I just couldn't accept it being glued! https://t.co/8aE5qP56Tu,finisheddesigningandtacceptitbeingglued,0.0,Neutral
137,"@JustinKellyOTT The chips in the HP cartridges tell the printer when they were made, and the printer won't accept older ones.",thechipsinthehpcartridgestelltheprinterwhentheyweremadeandtheprinterwontacceptolderones,0.0,Neutral
139,"Looking for a work-from-home print solution? DEX has the best #multifunction printers for your home business. HP, Kyocera, Canon, Konica and more, with guaranteed supplies and remote service. https://t.co/k9PkJTPV1D #MFP #WFH https://t.co/IUmNXE3IEd",lookingforaworkfromhomeprintsolutiondexhasthebest,0.0,Neutral
140,"@ruffydfire I repair desktop, laptop, hp printers both Deskjet and laserjet, sharp Photocopier machine and general printing.
Klen Plaza, Secretariat Road, after Access Diamond Bank, Gwagwalada Abuja
08164957850",irepairdesktoplaptophpprintersbothdeskjetandlaserjetsharpphotocopiermachineandgeneralprintingklenplazasecretariatroadafteraccessdiamondbankgwagwaladaabuja,0.0,Neutral
141,"Hộp mực in HP 05A, 80A, Canon 319 máy in Hp: P2035/P2055/Pro 400 Printer M401/M425, Canon: 6300DN/6650DN/6750... TKFTO5V

https://t.co/V0tTffM6lx https://t.co/yL6de0MJHX",hộpmựcinhpaacanonmáyinhpppproprintermmcanondndntkftov,0.0,Neutral
142,@ayeejuju man i work at staples and they still got the large shaq holding the hp printer,maniworkatstaplesandtheystillgotthelargeshaqholdingthehpprinter,0.0,Neutral
143,STOP wasting THOUSANDS of dollars 🤑 with Hubspot and put your marketing on autopilot with Topline®. Say goodbye to over a dozen marketing tools and hello to one easy-to-use platform. 🚀,stopwastingthousandsofdollarswithhubspotandputyourmarketingonautopilotwithtopline®saygoodbyetooveradozenmarketingtoolsandhellotooneeasytouseplatform🚀,0.0,Neutral
145,@urabjagongg ini game pc atau hp?,inigamepcatauhp,0.0,Neutral
146,"경주주점인테리어 업체
https://t.co/MbsQEIrg1Q",경주주점인테리업체,0.0,Neutral
147,@congcorangkebon @starfess and u know? malah lebih mudah dapetin tiketnya di app hp drpd pc,anduknowmalahlebihmudahdapetintiketnyadiapphpdrpdpc,0.0,Neutral
148,"ここて゛そうひ゛していくかい？▼
MATE-REALのＨＰ、地道に稼働中です。
舞台でもコスプレでも、武器で何かお困りでしたら小さなことでも相談してください！
https://t.co/iDvwNZX2pS　(ＰＣ、ＰＣモード推奨)",ここて゛そうひ゛していくかい？▼materealのｈｐ、地道に稼働中です。舞台でもコスプレでも、武器で何かお困りでしたら小さなことでも相談してください！ｐｃ、ｐｃモード推奨,0.0,Neutral
149,@soulkthjjk Ya allah bill bayanginnn dari jam set 3 gt truszzz udh make pc sm laptop plus hp☹️,yaallahbillbayanginnndarijamsetgttruszzzudhmakepcsmlaptopplushp☹️,0.0,Neutral
150,"@aririn623 こちらこそ💕💕
楽しみにしてる",こちらこそ💕💕楽しみにしてる,0.0,Neutral
151,@mioamakawa はーい,はーい,0.0,Neutral
152,"@HEMENDRACHAUHAN HelloHemendra,
We understand you are facing issues with the PC.
to assist you better, please DM us we will help you on priority.
Thanks
Regards,
HP Support https://t.co/nrTJPZ9Ajj",hellohemendraweunderstandyouarefacingissueswiththepctoassistyoubetterpleasedmuswewillhelpyouonprioritythanksregardshpsupport,0.0,Neutral
153,スマホやタブレットのように快適。野性爆弾くっきー！さんの理想のノートPC「HP ENVY x360 13」 https://t.co/4303Prehhq,スマホやタブレットのように快適。野性爆弾くっきー！さんの理想のノートpc「hpenvyx,0.0,Neutral
154,@Zk_Rkive temenku yg war-in pake hp &amp; wifi kantor. aku war pc &amp; laptop pake wifi gk bisaa. semua faktor hoki kayaknya😭,rkivetemenkuygwarinpakehpampwifikantorakuwarpcamplaptoppakewifigkbisaasemuafaktorhokikayaknya😭,0.0,Neutral
155,@minniem0nnie Kak pakek wifi? Pc/ laptop/ hp?,kakpakekwifipclaptophp,0.0,Neutral
156,"@SCP5K @Krotuson @AffrayCo @scpwiki @humble My PC type is HP Pavilion 14 X360 Convertible

And my PC specs were :
Windows 11
Intel i5-8250U
Nvidia GeForce
X64-based processor

Is these specs supposedly to be able to run it without any crash ?",mypctypeishppavilionxconvertibleandmypcspecswerewindowsinteliunvidiageforcexbasedprocessoristhesespecssupposedlytobeabletorunitwithoutanycrash,0.0,Neutral
157,"경주약국인테리어 업체
https://t.co/RLNetkj0ZX",경주약국인테리업체,0.0,Neutral
158,"@thvlovy udah kak, pake pc pake hp juga wkwk tadi tu ya udah tinggal bayar 😭",udahkakpakepcpakehpjugawkwktadituyaudahtinggalbayar😭,0.0,Neutral
160,HP 17A Toner LaserJet Cartridge CF217A https://t.co/rhjY57nb7L,hpatonerlaserjetcartridgecfa,0.0,Neutral
161,"@ariskabella22 aku pake pc pake hp blm ada yg nyantol, memang hoki2an juga😭😭😭🤚🏻",akupakepcpakehpblmadaygnyantolmemanghokianjuga😭😭😭🤚🏻,0.0,Neutral
162,"@HP_France J'ai renvoyé mon pc dans son emballage d'origine pour un pb de ventilateur défectueux. Cassé dans le transport, le service de réparation me répond qu'il devait pouvoir supporter des ""conditions normales"" de transport. ""Normales"" = être jeté ? #éthique commerciale ?",francejairenvoymonpcdanssonemballagedoriginepourunpbdeventilateurdéfectueuxcassdansletransportleservicederéparationmerépondquildevaitpouvoirsupporterdesconditionsnormalesdetransportnormalesêtrejet,0.0,Neutral
163,HP Smart Tank 580: A best budget printer for small businesses and ... - Ahmedabad Mirror https://t.co/rht80hCzMD https://t.co/7J28QxkML6,hpsmarttankabestbudgetprinterforsmallbusinessesandahmedabadmirror,0.0,Neutral
